location,size,total_sqft,bath,price,price_per_sqft
Uttarahalli,2 BHK,1160,2,40.58,3498
other,4 Bedroom,750,4,90,12000
Parappana Agrahara,2 BHK,1194,2,47,3936
other,3 Bedroom,1200,3,56.53,4710
2nd Phase Judicial Layout,3 BHK,1681,3,69,4104
Bommasandra Industrial Area,2 BHK,1130,2,32.64,2888
Iblur Village,4 BHK,3633,5,335,9221
Kanakpura Road,3 BHK,1843,3,90,4883
Bommasandra Industrial Area,2 BHK,1065,2,30.75,2887
Thubarahalli,3 BHK,1885,3,85.52,4536
R.T. Nagar,2 BHK,1500,2,45,3000
Panathur,2 BHK,1210,2,69,5702
TC Palaya,2 BHK,1126,2,39.4,3499
Rayasandra,3 BHK,1357,2,59,4347
Whitefield,3 BHK,1451,2,46.4,3197
Kodigehaali,4 Bedroom,1600,3,185,11562
Hennur Road,2 BHK,950,2,55,5789
Bellandur,2 BHK,960,2,48,5000
other,3 BHK,1625,3,92,5661
Kaggalipura,3 Bedroom,2200,4,150,6818
Ambalipura,3 BHK,1607,2,112,6969
Kanakpura Road,2 BHK,900,2,46.29,5143
other,2 BHK,1080,2,38,3518
Cooke Town,3 BHK,2300,3,250,10869
Hosa Road,4 BHK,1708,3,64.05,3750
Yeshwanthpur,6 Bedroom,2500,5,185,7400
Bellandur,3 BHK,1690,2,116,6863
other,5 Bedroom,2100,3,145,6904
other,2 BHK,1269,2,97,7643
Haralur Road,2 BHK,1243,2,46,3700
Haralur Road,3 BHK,1890,3,84,4444
Electronic City Phase II,2 BHK,1165,2,33.64,2887
BTM Layout,2 BHK,1196,2,56.81,4750
Parappana Agrahara,2 BHK,1194,2,47,3936
Old Madras Road,3 BHK,1630,3,110,6748
Whitefield,2 BHK,1063,2,42.52,4000
other,2 BHK,1025,2,39.98,3900
Chikkabanavar,2 BHK,1067,2,38,3561
Kanakpura Road,2 BHK,1299,2,89.63,6899
Panathur,2 BHK,1343,2,76,5658
Electronics City Phase 1,3 BHK,1330,2,44,3308
Mallasandra,3 BHK,1524,2,72,4724
Lingadheeranahalli,4 BHK,2236,4,153,6842
Domlur,3 BHK,2955,3,235,7952
other,3 BHK,1410,2,45.12,3200
Kothanur,3 BHK,1581,3,76,4807
Balagere,2 BHK,1205,2,79,6556
other,3 BHK,1270,2,95.25,7500
other,3 BHK,1353,2,110,8130
other,2 Bedroom,1200,2,68,5666
other,3 BHK,1250,2,70,5600
other,3 BHK,1950.2,3,261,13383
Sarjapur  Road,3 BHK,1157,2,69,5963
Kanakapura,1 BHK,825,1,35.475,4300
Sarjapur  Road,2 BHK,1000,2,40,4000
Yelahanka,1 BHK,602,1,33,5481
Malleshwaram,5 Bedroom,3000,4,900,30000
Hoodi,2 BHK,1108,2,66.46,5998
other,2 BHK,1040,2,68,6538
Sarjapur,2 BHK,1451,2,87,5995
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,3389
Kanakpura Road,1 BHK,850,1,37.32,4390
other,3 BHK,2171.66,3,298,13722
other,2 BHK,900,2,40,4444
Kudlu,1 BHK,720,1,33,4583
Thanisandra,3 BHK,1573,3,115,7310
Sarjapur  Road,2 BHK,1026,2,60.8,5925
CV Raman Nagar,3 BHK,1400,2,78,5571
Electronic City Phase II,3 BHK,1400,2,40.44,2888
Banashankari Stage III,4 Bedroom,2100,3,147,7000
Sarjapur  Road,2 BHK,1150,2,48.5,4217
Raja Rajeshwari Nagar,3 BHK,1500,3,88,5866
Malleshwaram,3 BHK,2400,3,380,15833
HRBR Layout,3 Bedroom,1200,3,240,20000
Kothanur,3 BHK,1790,3,105,5865
Ramagondanahalli,2 BHK,1125,2,75,6666
Hennur,3 BHK,1830.5,3,84.205,4600
Marathahalli,2 BHK,1100,2,50,4545
Banaswadi,2 BHK,1105,2,57,5158
Thanisandra,2 BHK,1110,2,46.5,4189
Dasanapura,1 BHK,708,1,41,5790
Kudlu,2 BHK,1027,2,44,4284
other,3 BHK,1600,3,100,6250
Thigalarapalya,4 BHK,3122,6,250,8007
Sarjapur  Road,2 BHK,1205,2,37,3070
5th Phase JP Nagar,3 BHK,1450,2,73,5034
other,4 Bedroom,750,4,125,16666
other,1 Bedroom,540,1,22,4074
Dasarahalli,2 BHK,1200,2,42,3500
Nagarbhavi,5 Bedroom,1200,5,260,21666
Kalena Agrahara,3 BHK,1837,2,95,5171
Whitefield,2 BHK,1346,2,76.01,5647
Balagere,2 BHK,1012,2,68,6719
other,3 BHK,1950.2,3,193,9896
other,2 BHK,1125,2,55,4888
Kaggadasapura,3 BHK,1500,2,60,4000
Harlur,2 BHK,1197,2,79.9,6675
Chandapura,3 BHK,1230,2,31.37,2550
BTM 2nd Stage,2 BHK,1100,2,47,4272
other,3 BHK,1563,2,52,3326
other,7 Bedroom,2240,4,700,31250
Hebbal Kempapura,4 BHK,3729,4,384,10297
Sarjapur  Road,3 Bedroom,1600,3,120,7500
Green Glen Layout,3 BHK,1715,3,120,6997
Bannerghatta Road,4 Bedroom,2400,4,180,7500
Ramagondanahalli,2 BHK,1151,2,42.5,3692
Banaswadi,6 Bedroom,1200,6,220,18333
Uttarahalli,2 BHK,1123,2,60,5342
Whitefield,2 BHK,1276,2,69.5,5446
Yelahanka,2 BHK,1315,2,77,5855
Poorna Pragna Layout,3 BHK,1270,2,50.79,3999
R.T. Nagar,2 BHK,1325,2,52,3924
Varthur,3 BHK,1600,3,63.2,3950
Jakkur,3 BHK,1660,3,104,6265
Kodichikkanahalli,2 BHK,1299,2,58,4464
Haralur Road,2 BHK,953,2,90,9443
Gunjur,2 BHK,1457,2,60,4118
Varthur,2 BHK,1000,1,65,6500
Mallasandra,3 BHK,1100,2,76.3,6936
Yelahanka,3 BHK,1075,2,33.53,3119
Kanakpura Road,3 BHK,1450,3,51,3517
Iblur Village,5 BHK,5515,6,425,7706
Bellandur,1 BHK,950,1,40,4210
Basaveshwara Nagar,5 Bedroom,1200,3,180,15000
other,2 BHK,1013,2,60,5923
Hennur Road,2 BHK,1140,2,56,4912
other,3 BHK,2100,3,220,10476
Yelahanka,3 BHK,1430,3,61,4265
other,4 Bedroom,600,3,95,15833
other,3 BHK,1600,3,77,4812
other,2 BHK,1190,2,48,4033
other,3 BHK,1625,3,95,5846
other,2 BHK,1210,2,53,4380
Lakshminarayana Pura,3 BHK,1615,3,150,9287
Kalena Agrahara,2 BHK,1180,2,85,7203
Nagasandra,2 Bedroom,1500,2,91,6066
Bellandur,2 BHK,850,2,45,5294
Kothanur,2 BHK,1130,2,55,4867
CV Raman Nagar,2 BHK,907,2,38,4189
HRBR Layout,2 BHK,1300,2,90,6923
Hennur Road,3 BHK,1891,3,110,5817
Hennur Road,3 BHK,1735,3,78,4495
Bisuvanahalli,3 BHK,1075,2,33,3069
Kumaraswami Layout,7 BHK,2040,4,123,6029
Uttarahalli,3 BHK,1590,3,57,3584
other,5 Bedroom,1600,5,140,8750
other,2 BHK,1160,2,55,4741
other,2 BHK,930,1,55,5913
Devanahalli,2 BHK,1010,2,58,5742
Electronic City,2 BHK,1221,2,68,5569
Banashankari,4 Bedroom,2400,4,470,19583
Hoodi,2 BHK,1108,2,87.48,7895
Vidyaranyapura,4 Bedroom,1000,4,120,12000
Sarjapur  Road,2 BHK,1370,2,70,5109
Banashankari Stage V,2 BHK,920,2,41.5,4510
Bhoganhalli,2 BHK,1277,2,79.89,6256
Horamavu Agara,2 BHK,1213,2,38.1,3140
Singasandra,3 BHK,1653,3,85,5142
Sarjapur,4 Bedroom,2400,3,140,5833
other,4 BHK,3000,5,500,16666
Kothanur,4 Bedroom,1600,4,250,15625
Electronics City Phase 1,3 BHK,1321,2,40,3028
Kanakpura Road,3 BHK,1570,3,68,4331
other,8 Bedroom,1150,8,70,6086
other,2 BHK,1053,2,44,4178
other,3 BHK,1325,2,56,4226
other,2 BHK,1169,2,50.11,4286
Badavala Nagar,2 BHK,1274,2,90,7064
Whitefield,2 BHK,1317,2,52,3948
Lakshminarayana Pura,2 BHK,1195,2,75,6276
Whitefield,4 BHK,2858,4,137,4793
Kammasandra,2 BHK,940,2,35,3723
Budigere,3 BHK,1820,3,95.5,5247
Kanakpura Road,3 BHK,1450,3,53.6,3696
Whitefield,3 BHK,1615,3,96.9,6000
Nagarbhavi,3 BHK,2200,2,99,4500
Subramanyapura,2 BHK,985,2,62.5,6345
Electronics City Phase 1,2 BHK,1116,2,33,2956
Attibele,2 BHK,656,2,25,3810
Kaggadasapura,2 BHK,1105,2,39.5,3574
Whitefield,2 BHK,1220,2,55,4508
Hoodi,3 BHK,1400,3,74,5285
other,4 Bedroom,2400,3,185,7708
Anandapura,3 Bedroom,850,3,63,7411
Uttarahalli,2 BHK,1000,2,35,3500
Bannerghatta Road,3 BHK,1660,3,80,4819
Uttarahalli,3 BHK,1330,2,57,4285
Old Madras Road,2 BHK,1165,2,52,4463
Budigere,2 BHK,1153,2,56,4856
Bannerghatta Road,2 BHK,1270,2,45,3543
other,2 BHK,1070,2,38,3551
other,3 BHK,1427,2,85,5956
Banashankari Stage III,3 BHK,1420,2,95,6690
Kothanur,4 Bedroom,1600,5,130,8125
other,2 BHK,2031,2,200,9847
Bellandur,2 BHK,1454,2,90,6189
Whitefield,2 BHK,1116,2,48.76,4369
other,4 Bedroom,2000,3,180,9000
Sarjapur  Road,2 BHK,1346,2,74.03,5500
other,2 BHK,1062,2,50,4708
other,1 BHK,700,1,25.5,3642
JP Nagar,2 BHK,1405,2,99,7046
Doddathoguru,2 BHK,1100,2,50,4545
Chikka Tirupathi,3 Bedroom,2153,4,120,5573
other,3 Bedroom,1200,3,120,10000
Ulsoor,3 BHK,2135,3,170,7962
Uttarahalli,2 BHK,1125,2,47,4177
2nd Phase Judicial Layout,3 BHK,1350,2,47.25,3500
Pai Layout,2 BHK,1068,2,48,4494
Doddathoguru,2 BHK,940,2,32.9,3500
Hosa Road,2 BHK,1063,2,32.79,3084
Brookefield,2 BHK,1382,2,84.5,6114
Harlur,2 BHK,936,2,45,4807
KR Puram,3 BHK,1400,2,60,4285
Sarjapur  Road,1 BHK,475,1,26,5473
other,2 BHK,1200,2,115,9583
other,3 BHK,1450,3,65,4482
Kudlu,2 BHK,1162,2,52,4475
Hosa Road,2 BHK,1161,2,48.75,4198
Green Glen Layout,3 BHK,1623.29,2,105,6468
Brookefield,2 BHK,1260,2,70,5555
Billekahalli,4 Bedroom,1672,3,190,11363
Seegehalli,3 Bedroom,3000,4,240,8000
Murugeshpalya,3 BHK,1500,2,70,4666
Budigere,1 BHK,705,1,34.545,4900
other,5 Bedroom,1650,6,200,12121
other,3 BHK,2000,3,200,10000
other,1 Bedroom,1675,1,241,14388
Electronic City,3 Bedroom,1200,3,150,12500
Nagarbhavi,2 BHK,1100,2,46.2,4200
Whitefield,3 BHK,1400,2,56,4000
Ramagondanahalli,3 BHK,2257,3,155,6867
Budigere,2 BHK,1153,2,56.5,4900
Sarjapur  Road,2 BHK,1197,2,56.86,4750
other,2 BHK,1150,2,90,7826
other,1 BHK,595,1,40,6722
Hoodi,3 BHK,1837,3,110,5988
other,4 Bedroom,3750,4,190,5066
Bellandur,3 BHK,1830,3,91.86,5019
Green Glen Layout,3 BHK,1715,3,115,6705
Electronic City,2 BHK,970,2,35,3608
Hebbal Kempapura,4 Bedroom,1200,3,148,12333
NRI Layout,4 Bedroom,2700,5,95.75,3546
other,3 Bedroom,5480,4,400,7299
Vidyaranyapura,4 BHK,2400,5,135,5625
Sarjapur  Road,4 BHK,3040,4,135,4440
Raja Rajeshwari Nagar,2 BHK,1168,2,66,5650
Begur Road,2 BHK,1160,2,36.54,3150
other,3 BHK,1500,3,75,5000
Kumaraswami Layout,2 Bedroom,600,2,72,12000
5th Phase JP Nagar,8 Bedroom,1200,7,250,20833
ITPL,2 BHK,850,2,25.4,2988
Ramamurthy Nagar,2 BHK,935,2,39,4171
other,5 Bedroom,1200,5,235,19583
Doddaballapur,1 BHK,654,1,49,7492
Domlur,3 BHK,1650,3,180,10909
other,3 Bedroom,5656,5,499,8822
other,2 BHK,1300,2,33,2538
Kaggalipura,2 BHK,950,2,60,6315
other,3 BHK,1250,3,54,4320
Doddakallasandra,2 BHK,1072,2,42.87,3999
other,3 BHK,1425,2,65,4561
Uttarahalli,2 BHK,1165,1,42.09,3612
Kathriguppe,3 BHK,1390,2,69.49,4999
Kalena Agrahara,3 BHK,1510,3,78,5165
Thanisandra,2 BHK,1305,2,90,6896
Vidyaranyapura,6 Bedroom,1200,6,170,14166
Kodigehaali,2 BHK,866,2,32,3695
Hulimavu,2 BHK,1231,2,84.5,6864
Sompura,3 BHK,1360,2,45,3308
Yeshwanthpur,3 BHK,2500,3,138,5520
Whitefield,2 BHK,1140,2,55,4824
Kanakpura Road,1 BHK,525,1,30,5714
Whitefield,2 BHK,1295,2,64.5,4980
Hormavu,2 BHK,1020,2,45.75,4485
Old Airport Road,4 BHK,3504,4,262,7477
other,2 Bedroom,1200,1,50,4166
Vidyaranyapura,2 BHK,1100,2,41,3727
Bannerghatta Road,4 Bedroom,4723,4,500,10586
Kothannur,2 BHK,820,2,37,4512
Sarjapur,4 Bedroom,3508,4,386,11003
other,4 Bedroom,3700,4,400,10810
Kalena Agrahara,2 BHK,1354,2,70,5169
Basavangudi,4 BHK,2453,3,250,10191
Garudachar Palya,2 BHK,1154,2,51.8,4488
7th Phase JP Nagar,3 BHK,1680,2,92,5476
Electronics City Phase 1,2 BHK,1205,2,60,4979
Raja Rajeshwari Nagar,3 BHK,1400,2,86,6142
other,3 BHK,1625,3,150,9230
Electronic City,3 Bedroom,1500,3,73,4866
Bannerghatta Road,3 BHK,1520,2,80,5263
other,2 BHK,1300,3,65,5000
other,2 BHK,1150,2,47,4086
Kadugodi,3 BHK,1762,3,109,6186
Budigere,2 BHK,1153,2,58,5030
Yelahanka,4 BHK,2650,4,223,8415
Sompura,3 BHK,1350,2,47,3481
Billekahalli,2 BHK,950,2,56,5894
Jakkur,3 BHK,3295,3,310,9408
other,3 BHK,1515,3,80.5,5313
Neeladri Nagar,2 BHK,1100,2,30,2727
other,2 BHK,1250,2,65,5200
HBR Layout,2 Bedroom,1200,2,120,10000
5th Phase JP Nagar,7 BHK,2500,8,95,3800
Hoskote,4 Bedroom,1200,4,100,8333
Yelahanka,3 BHK,1355,2,51.5,3800
other,3 BHK,1115,3,39.14,3510
8th Phase JP Nagar,3 BHK,1275,3,45,3529
Padmanabhanagar,3 BHK,2051,3,170,8288
BTM Layout,3 BHK,1470,2,99,6734
other,3 BHK,1550,2,70,4516
Bannerghatta Road,3 BHK,1270,2,73,5748
Bhoganhalli,4 BHK,2119,4,111,5238
Hebbal Kempapura,3 BHK,1600,3,170,10625
Kudlu Gate,3 BHK,1320,2,50,3787
other,3 BHK,2505,3,165,6586
other,3 BHK,1410,2,54,3829
Whitefield,2 BHK,1200,2,70,5833
other,3 BHK,1705,2,86.96,5100
Electronic City,2 BHK,995,2,48,4824
Horamavu Banaswadi,2 BHK,1081,2,52,4810
Parappana Agrahara,2 BHK,1194,2,46,3852
Sonnenahalli,1 BHK,605,1,30.24,4998
Yelahanka,1 BHK,567,1,25,4409
Rajaji Nagar,2 BHK,1718,3,275,16006
Banashankari Stage VI,3 BHK,1410.5,2,70.385,4990
2nd Stage Nagarbhavi,3 Bedroom,600,5,135,22500
Green Glen Layout,3 BHK,1715,3,105,6122
Doddaballapur,4 Bedroom,3206,5,270,8421
Kundalahalli,4 Bedroom,1500,4,235,15666
Bannerghatta Road,3 BHK,1846,3,120,6500
other,3 Bedroom,600,3,90,15000
Whitefield,2 BHK,1015,2,56,5517
other,4 Bedroom,4350,8,2600,59770
Thanisandra,2 BHK,1100,2,36,3272
Thanisandra,3 BHK,1965,4,125,6361
NGR Layout,2 BHK,1021,2,45.9,4495
Haralur Road,2 BHK,1230,2,67.65,5500
Uttarahalli,2 BHK,1260,2,55,4365
Indira Nagar,4 Bedroom,2400,4,700,29166
Lingadheeranahalli,3 BHK,1894,4,114,6019
2nd Stage Nagarbhavi,6 Bedroom,1500,4,233,15533
Jakkur,3 BHK,1950,3,131,6717
Sector 2 HSR Layout,2 BHK,1231,2,66,5361
Mahadevpura,2 BHK,1236,2,58,4692
R.T. Nagar,4 BHK,1800,3,120,6666
other,3 BHK,1650,3,135,8181
other,5 Bedroom,750,3,88,11733
Begur,3 BHK,1443,2,70,4851
Ramamurthy Nagar,4 Bedroom,886,4,120,13544
other,2 BHK,925,2,68,7351
Chandapura,3 BHK,1305,3,33.28,2550
other,2 BHK,1190,2,46.41,3900
Uttarahalli,2 BHK,1284,2,53.36,4155
other,4 Bedroom,350,3,45,12857
other,3 Bedroom,875,3,115,13142
Chikkalasandra,2 BHK,1325,2,59,4452
other,6 Bedroom,2400,5,750,31250
Kudlu Gate,2 BHK,1183,2,79.54,6723
other,3 BHK,1750,3,100,5714
other,4 BHK,16335,4,149,912
other,1 BHK,747,1,27,3614
Electronic City,2 BHK,1342,2,90,6706
other,2 BHK,1113,2,52,4672
other,3 BHK,1738,3,110,6329
Brookefield,2 BHK,1206,2,90,7462
Hebbal,4 BHK,2790,4,198,7096
Hebbal,2 BHK,1162,2,59,5077
Parappana Agrahara,2 BHK,1194,2,46,3852
Sarjapur  Road,3 BHK,1857,4,155,8346
other,6 Bedroom,3500,6,115,3285
Rajaji Nagar,2 BHK,1763,3,240,13613
Uttarahalli,2 BHK,1150,2,45.99,3999
Koramangala,4 Bedroom,2400,5,550,22916
Chikkalasandra,2 BHK,1290,2,72,5581
Thubarahalli,4 BHK,3408,5,145,4254
HBR Layout,2 Bedroom,900,2,145,16111
Sanjay nagar,2 BHK,1150,2,70,6086
Banashankari,3 Bedroom,1040,2,109,10480
Yeshwanthpur,2 BHK,1160,2,64.08,5524
other,2 BHK,900,2,27,3000
Sarjapur  Road,4 Bedroom,1750,3,185,10571
Electronic City,3 BHK,1320,2,38.12,2887
Lingadheeranahalli,4 BHK,2240,4,160,7142
Electronics City Phase 1,2 BHK,891,2,26,2918
other,5 Bedroom,1000,4,80,8000
Ambedkar Nagar,3 BHK,1852,3,125,6749
Chandapura,3 BHK,1323,2,42,3174
Vittasandra,2 BHK,1404,2,67.5,4807
Dodda Nekkundi,2 BHK,1370,2,60,4379
Uttarahalli,3 BHK,1385,2,48.48,3500
Gollarapalya Hosahalli,2 BHK,1129,2,50,4428
Mahalakshmi Layout,3 BHK,1876,3,150,7995
other,3 BHK,1720,3,95,5523
Jalahalli East,4 Bedroom,1200,4,80,6666
Mysore Road,2 BHK,1175,2,86.68,7377
other,1 BHK,500,1,51,10200
other,5 Bedroom,1200,5,85,7083
Electronic City Phase II,1 BHK,1200,1,295,24583
Hosa Road,3 BHK,1893,3,130,6867
Whitefield,3 BHK,1430,3,52,3636
other,2 BHK,850,2,45,5294
CV Raman Nagar,2 BHK,1392,2,110,7902
Kanakpura Road,3 BHK,1938,3,105,5417
other,2 BHK,1020,2,52,5098
other,3 Bedroom,2400,2,360,15000
HBR Layout,3 BHK,1832,3,160,8733
Konanakunte,3 BHK,1423,2,85,5973
Jakkur,2 BHK,1432,2,85,5935
other,4 Bedroom,1350,4,235,17407
BTM 2nd Stage,8 Bedroom,1500,6,270,18000
CV Raman Nagar,3 BHK,1480,3,65,4391
Kanakpura Road,3 BHK,1843,3,96.2,5219
other,3 Bedroom,760,4,95,12500
Hulimavu,3 BHK,1916,2,150,7828
Hennur,2 BHK,1255,2,55.5,4422
Yelenahalli,2 BHK,1160,2,44.08,3800
Old Madras Road,2 BHK,2640,2,170,6439
Bommanahalli,2 BHK,1160,2,53,4568
Lakshminarayana Pura,2 BHK,1200,2,80,6666
7th Phase JP Nagar,2 BHK,1100,2,44,4000
Ramagondanahalli,3 BHK,1500,3,100,6666
Electronic City Phase II,3 BHK,1336,2,50.35,3768
Choodasandra,2 BHK,1065,2,46,4319
Hebbal,2 BHK,1294,2,115,8887
Rachenahalli,3 BHK,1550,3,68.5,4419
Whitefield,2 BHK,1216,2,75,6167
other,2 BHK,1005,2,40,3980
7th Phase JP Nagar,3 BHK,1430,2,102,7132
Frazer Town,4 BHK,4100,4,660,16097
Hoodi,3 BHK,1660,3,125,7530
Thanisandra,3 BHK,1430,2,56,3916
Hennur Road,3 BHK,1470,2,75,5102
Jalahalli,2 BHK,1045,2,76.77,7346
Hebbal,4 BHK,4225,6,359,8497
Anjanapura,2 BHK,950,2,30,3157
Doddathoguru,3 BHK,1382,3,65,4703
BTM 2nd Stage,2 BHK,930,2,46,4946
Sarjapur  Road,3 BHK,1660,2,116,6987
other,2 BHK,1290,2,71.95,5577
Whitefield,3 BHK,1010,2,45,4455
Brookefield,4 BHK,3050,4,130,4262
Dodda Nekkundi,2 BHK,1200,2,71,5916
other,3 BHK,1650,3,140,8484
Budigere,3 BHK,1636,3,88,5378
Rajaji Nagar,3 BHK,2367,3,320,13519
Budigere,2 BHK,1153,2,56.55,4904
Hegde Nagar,3 BHK,2087.01,4,160,7666
LB Shastri Nagar,2 BHK,1200,2,47,3916
HSR Layout,3 BHK,1844,3,89,4826
Begur Road,2 BHK,1215,2,43.75,3600
Sarjapur  Road,2 BHK,1194,2,57,4773
other,2 BHK,1220,2,52,4262
other,4 BHK,3150,4,150,4761
Kanakpura Road,1 BHK,525,1,26,4952
Bommasandra,2 BHK,955,2,37.97,3975
other,5 Bedroom,2000,5,75,3750
Magadi Road,2 BHK,884,2,48,5429
Kathriguppe,2 BHK,1250,2,68.75,5500
Bommasandra Industrial Area,2 BHK,7000,2,135,1928
Dodda Nekkundi,3 Bedroom,2400,4,300,12500
Harlur,4 BHK,2990,4,225,7525
Bellandur,2 BHK,1195,2,52,4351
other,1 BHK,2559,1,55,2149
Begur,2 BHK,1200,2,33,2750
Sarjapur  Road,2 BHK,984,2,45.75,4649
Bommasandra,2 BHK,1089,2,40,3673
Hennur Road,2 BHK,1165,2,52,4463
Chandapura,1 BHK,410,1,10,2439
Hennur,3 BHK,1482,3,110,7422
Ramamurthy Nagar,2 Bedroom,1200,2,68,5666
Kanakapura,3 BHK,1938,3,113,5830
Hormavu,3 BHK,1166,2,34.97,2999
Chikkalasandra,3 BHK,1275,2,55.46,4349
Mico Layout,2 BHK,1140,2,43,3771
Hegde Nagar,4 Bedroom,3734,5,430,11515
other,1 BHK,720,1,28,3888
Nagarbhavi,3 Bedroom,1200,3,228,19000
other,2 BHK,1100,2,90,8181
Sector 7 HSR Layout,2 BHK,1162,2,98.77,8500
Ramamurthy Nagar,1 Bedroom,540,1,35,6481
Rachenahalli,3 BHK,1550,2,73.5,4741
R.T. Nagar,3 Bedroom,1300,3,145,11153
other,5 Bedroom,1200,5,130,10833
other,2 BHK,1220,2,60,4918
Doddathoguru,2 BHK,964,2,62,6431
other,3 BHK,1500,3,50,3333
Sarjapur  Road,3 BHK,1347,2,44,3266
other,4 BHK,5000,5,250,5000
Bannerghatta Road,4 Bedroom,3000,4,140,4666
Bannerghatta,2 BHK,1120,2,42.5,3794
other,1 BHK,600,1,22.8,3800
Whitefield,3 BHK,2321,4,157,6764
other,1 BHK,540,1,24,4444
Hebbal,2 BHK,1150,2,57,4956
Sonnenahalli,3 BHK,1484,3,75,5053
Ramagondanahalli,3 BHK,1680,2,68,4047
other,2 BHK,620,2,23,3709
other,3 BHK,1650,3,78,4727
other,3 BHK,1250,3,44,3520
other,3 BHK,2072,3,108,5212
Sarjapur  Road,2 BHK,1105,2,40,3619
Vidyaranyapura,2 BHK,1200,2,60.5,5041
Kumaraswami Layout,7 Bedroom,3100,7,145,4677
Whitefield,4 Bedroom,4007,4,530,13226
Electronic City,2 BHK,550,2,16,2909
Banashankari,3 BHK,1340,2,53.6,4000
Rajaji Nagar,3 BHK,2409,3,395,16396
Haralur Road,2 BHK,1194,2,46,3852
Vittasandra,2 BHK,1246,2,65,5216
Old Airport Road,2 BHK,1055,2,75,7109
Hosa Road,3 BHK,1541,3,69.61,4517
Harlur,2 BHK,1370,2,88,6423
Whitefield,2 BHK,1224,2,75,6127
Kengeri Satellite Town,4 Bedroom,650,2,58,8923
Kambipura,2 BHK,883,2,39,4416
Yeshwanthpur,3 BHK,1676,3,92.13,5497
other,2 BHK,1154,2,57,4939
Kanakpura Road,3 BHK,1610,3,78.5,4875
other,2 BHK,1057,2,42,3973
Raja Rajeshwari Nagar,2 BHK,1157,2,65,5617
other,4 Bedroom,1200,4,85,7083
other,7 Bedroom,1500,7,130,8666
other,2 BHK,980,2,35,3571
Sarjapur  Road,2 BHK,1140,2,40,3508
Raja Rajeshwari Nagar,2 BHK,1206,2,40.7,3374
Electronic City Phase II,1 BHK,575,1,16.75,2913
Koramangala,3 BHK,1600,3,170,10625
other,4 Bedroom,2400,4,500,20833
Horamavu Agara,3 BHK,1300,2,52,4000
other,3 BHK,1270,2,35.56,2800
Electronic City,2 BHK,1128,2,63.5,5629
Electronics City Phase 1,1 BHK,640,1,45,7031
other,3 BHK,2400,3,185,7708
TC Palaya,3 Bedroom,1200,2,66,5500
Kanakapura,2 BHK,1090,2,38.15,3500
Electronic City,1 BHK,589,1,29,4923
Electronic City,2 BHK,1125,2,28.13,2500
Kogilu,2 BHK,1140,2,50.66,4443
Sarjapur  Road,4 Bedroom,3150,4,500,15873
Kundalahalli,2 BHK,1315,2,74,5627
Bellandur,3 BHK,1435,2,115,8013
Haralur Road,2 BHK,1092,2,44,4029
Kadugodi,2 BHK,1314,2,80,6088
Koramangala,2 BHK,1260,2,100,7936
other,7 Bedroom,1875,5,192,10240
Nagarbhavi,2 BHK,1080,2,49,4537
Nagasandra,8 Bedroom,4000,8,160,4000
Mysore Road,3 BHK,1082,2,45,4158
Jakkur,3 BHK,1150,3,65,5652
Hennur Road,2 BHK,1052,2,34.72,3300
Yelahanka,2 BHK,1045,2,45,4306
Kodigehaali,3 BHK,1442,3,80,5547
Kaggadasapura,3 BHK,1500,2,75,5000
Marsur,2 BHK,497,1,20,4024
Hennur,2 BHK,1255,2,53.57,4268
other,3 BHK,1432,3,79,5516
Kundalahalli,3 Bedroom,2100,3,150,7142
Hennur Road,2 BHK,1450,2,80,5517
Sarjapur  Road,2 BHK,1346,2,69.61,5171
Kumaraswami Layout,2 BHK,1200,2,29,2416
Electronic City Phase II,3 BHK,925,2,49.82,5385
Dasarahalli,2 BHK,1160,2,49,4224
Lingadheeranahalli,3 BHK,1768,3,81.31,4598
Kothanur,2 BHK,1094,2,54,4936
other,3 BHK,1500,3,90,6000
Gubbalala,3 BHK,1745,3,130,7449
Bommanahalli,7 Bedroom,2875,7,85,2956
other,4 BHK,3500,3,425,12142
Sonnenahalli,3 BHK,1550,3,50,3225
Rajiv Nagar,4 BHK,2340,5,160,6837
Whitefield,3 BHK,1655,3,113,6827
Battarahalli,3 BHK,2024,3,103,5088
other,4 Bedroom,3100,5,425,13709
Jalahalli,3 BHK,1575,4,100,6349
Iblur Village,3 BHK,1920,3,130,6770
Sarjapur  Road,4 Bedroom,6200,4,744,12000
Kambipura,3 BHK,1082,2,55,5083
BTM 2nd Stage,3 BHK,1265,2,55,4347
other,3 BHK,1100,2,45,4090
Margondanahalli,2 Bedroom,1160,2,65,5603
Vittasandra,2 BHK,1246,2,67.4,5409
Hosa Road,1 BHK,615,1,43.08,7004
7th Phase JP Nagar,2 BHK,1128,2,60,5319
other,2 BHK,1260,2,55,4365
Bellandur,3 BHK,1830,3,89.89,4912
Sarjapur,3 BHK,1525,2,68,4459
Yelahanka,1 BHK,602,2,30,4983
Kumaraswami Layout,7 Bedroom,3000,4,400,13333
Hegde Nagar,3 BHK,1835,3,89,4850
Kanakpura Road,3 BHK,1250,3,62.6,5008
other,4 Bedroom,1200,4,110,9166
Murugeshpalya,3 BHK,1855,3,96,5175
Kanakpura Road,3 BHK,1450,3,60.91,4200
Sarjapur  Road,3 BHK,2089,3,148,7084
